Source,Target,Weight
Liquid,HEROIC,6.0
Liquid,Wildcard,2.0
Liquid,9 Pandas,2.0
paiN,MOUZ,2.0
paiN,Eternal Fire,2.0
paiN,Natus Vincere,5.0
paiN,M80,2.0
paiN,Nemiga,3.0
paiN,FlyQuest,3.0
paiN,Lynn Vision,3.0
paiN,Housebets,2.0
Vitality,MOUZ,12.0
Vitality,Spirit,6.0
Vitality,Eternal Fire,2.0
Vitality,MIBR,3.0
Vitality,Metizport,2.0
MOUZ,Spirit,6.0
MOUZ,Eternal Fire,2.0
MOUZ,BIG,2.0
MOUZ,BetBoom,3.0
Spirit,Eternal Fire,7.0
Spirit,Natus Vincere,9.0
Spirit,The Huns,2.0
Spirit,SAW,2.0
Spirit,TYLOO,2.0
Spirit,FlyQuest,2.0
Spirit,HEROIC,2.0
Spirit,fnatic,2.0
Eternal Fire,Natus Vincere,2.0
Eternal Fire,MIBR,2.0
Eternal Fire,TYLOO,2.0
Eternal Fire,FlyQuest,2.0
Eternal Fire,NRG,2.0
Eternal Fire,HEROIC,2.0
Eternal Fire,Mindfreak,2.0
Eternal Fire,BIG,2.0
Eternal Fire,Imperial Valkyries,2.0
Eternal Fire,Fluxo,2.0
Natus Vincere,SAW,3.0
Natus Vincere,TYLOO,3.0
Natus Vincere,Imperial Valkyries,2.0
M80,SAW,3.0
M80,FlyQuest,2.0
SAW,FlyQuest,3.0
SAW,HEROIC,3.0
SAW,BIG,2.0
MIBR,TYLOO,2.0
MIBR,Nemiga,3.0
MIBR,FlyQuest,2.0
MIBR,Wildcard,2.0
MIBR,Imperial Valkyries,2.0
TYLOO,FlyQuest,3.0
Nemiga,NRG,2.0
Nemiga,HEROIC,3.0
Nemiga,Mindfreak,2.0
FlyQuest,Lynn Vision,2.0
FlyQuest,BIG,3.0
Lynn Vision,Housebets,2.0
HEROIC,Housebets,2.0
HEROIC,BIG,2.0
BIG,Wildcard,5.0
BIG,Imperial Valkyries,2.0
